productCode,marketCountry,period,quantity
R3840,Singapore,2026-02,238
R3840,Singapore,2026-03,253
R3840,Singapore,2026-04,261
R3840,Singapore,2026-05,257
R3840,Singapore,2026-06,249
R3840,Singapore,2026-07,234
P4200,Vietnam,2024-08,365
P4200,Vietnam,2024-09,364
P4200,Vietnam,2024-10,368
P4200,Vietnam,2024-11,364
P4200,Vietnam,2024-12,366
P4200,Vietnam,2025-01,400
P4200,Vietnam,2025-02,405
P4200,Vietnam,2025-03,429
P4200,Vietnam,2025-04,433
P4200,Vietnam,2025-05,441
P4200,Vietnam,2025-06,424
P4200,Vietnam,2025-07,408
P4200,Vietnam,2025-08,387
P4200,Vietnam,2025-09,389
P4200,Vietnam,2025-10,378
P4200,Vietnam,2025-11,375
P4200,Vietnam,2025-12,391
P4200,Vietnam,2026-01,416
P4200,Vietnam,2026-02,446
P4200,Vietnam,2026-03,454
P4200,Vietnam,2026-04,453
P4200,Vietnam,2026-05,460
P4200,Vietnam,2026-06,439
P4200,Vietnam,2026-07,438
P4200,Indonesia,2024-08,328
P4200,Indonesia,2024-09,315
P4200,Indonesia,2024-10,319
P4200,Indonesia,2024-11,315
P4200,Indonesia,2024-12,334
P4200,Indonesia,2025-01,352
P4200,Indonesia,2025-02,373
P4200,Indonesia,2025-03,378
P4200,Indonesia,2025-04,399
P4200,Indonesia,2025-05,396
P4200,Indonesia,2025-06,374
P4200,Indonesia,2025-07,361
P4200,Indonesia,2025-08,341
P4200,Indonesia,2025-09,334
P4200,Indonesia,2025-10,334
P4200,Indonesia,2025-11,346
P4200,Indonesia,2025-12,351
P4200,Indonesia,2026-01,372
P4200,Indonesia,2026-02,387
P4200,Indonesia,2026-03,393
P4200,Indonesia,2026-04,405
P4200,Indonesia,2026-05,405
P4200,Indonesia,2026-06,392
P4200,Indonesia,2026-07,392
P4200,Thailand,2024-08,279
P4200,Thailand,2024-09,272
P4200,Thailand,2024-10,255
P4200,Thailand,2024-11,268
P4200,Thailand,2024-12,267
P4200,Thailand,2025-01,287
P4200,Thailand,2025-02,303
P4200,Thailand,2025-03,321
P4200,Thailand,2025-04,319
P4200,Thailand,2025-05,317
P4200,Thailand,2025-06,318
P4200,Thailand,2025-07,307
P4200,Thailand,2025-08,290
P4200,Thailand,2025-09,284
P4200,Thailand,2025-10,271
P4200,Thailand,2025-11,281
P4200,Thailand,2025-12,298
P4200,Thailand,2026-01,298
P4200,Thailand,2026-02,316
P4200,Thailand,2026-03,335
P4200,Thailand,2026-04,345
P4200,Thailand,2026-05,329
P4200,Thailand,2026-06,334
P4200,Thailand,2026-07,313
P4200,Malaysia,2024-08,258
P4200,Malaysia,2024-09,257
P4200,Malaysia,2024-10,254
P4200,Malaysia,2024-11,252
P4200,Malaysia,2024-12,266
P4200,Malaysia,2025-01,270
P4200,Malaysia,2025-02,285
P4200,Malaysia,2025-03,301
P4200,Malaysia,2025-04,299
P4200,Malaysia,2025-05,311
P4200,Malaysia,2025-06,298
P4200,Malaysia,2025-07,288
P4200,Malaysia,2025-08,272
P4200,Malaysia,2025-09,266
P4200,Malaysia,2025-10,266
P4200,Malaysia,2025-11,264
P4200,Malaysia,2025-12,280
P4200,Malaysia,2026-01,297
P4200,Malaysia,2026-02,296
P4200,Malaysia,2026-03,314
P4200,Malaysia,2026-04,323
P4200,Malaysia,2026-05,318
P4200,Malaysia,2026-06,308
P4200,Malaysia,2026-07,303
P4200,Singapore,2024-08,169
P4200,Singapore,2024-09,163
P4200,Singapore,2024-10,165
P4200,Singapore,2024-11,170
P4200,Singapore,2024-12,169
P4200,Singapore,2025-01,182
P4200,Singapore,2025-02,192
P4200,Singapore,2025-03,203
P4200,Singapore,2025-04,202
P4200,Singapore,2025-05,198
P4200,Singapore,2025-06,201
P4200,Singapore,2025-07,186
P4200,Singapore,2025-08,184
P4200,Singapore,2025-09,180
P4200,Singapore,2025-10,169
P4200,Singapore,2025-11,178
P4200,Singapore,2025-12,178
P4200,Singapore,2026-01,189
P4200,Singapore,2026-02,200
P4200,Singapore,2026-03,212
P4200,Singapore,2026-04,210
P4200,Singapore,2026-05,218
P4200,Singapore,2026-06,208
P4200,Singapore,2026-07,196
